response_id,gender,age,num_children,occupation,num_years_politics,spouse_occupation,caste,win
5f3bd8dd-f45b-8a38-ab7c-d12df8089bb6,Male,45,1,Politician,3 years,Doctor,SC/ST/OBC,1
5f3bd8dd-f45b-8a38-ab7c-d12df8089bb6,Female,45,1,Homemaker,0,Farmer,Forward caste,1
5f3bd8dd-f45b-8a38-ab7c-d12df8089bb6,Female,29,3,Teacher,3 years,Politician,SC/ST/OBC,1
5f3bd8dd-f45b-8a38-ab7c-d12df8089bb6,Male,65,3,Homemaker,1 year,Farmer,Forward caste,0
5f3bd8dd-f45b-8a38-ab7c-d12df8089bb6,Female,65,0,Lawyer,1 year,Unmarried,SC/ST/OBC,0
5f3bd8dd-f45b-8a38-ab7c-d12df8089bb6,Male,29,0,Politician,8 years,Unmarried,Forward caste,0
5f3bd8f8-5315-46d0-e981-86ec717165ec,Female,29,0,Lawyer,3 years,Farmer,SC/ST/OBC,1
5f3bd8f8-5315-46d0-e981-86ec717165ec,Female,45,1,Politician,8 years,Doctor,SC/ST/OBC,1
5f3bd8f8-5315-46d0-e981-86ec717165ec,Male,45,3,Politician,0,Farmer,Forward caste,1
5f3bd8f8-5315-46d0-e981-86ec717165ec,Male,65,0,Homemaker,8 years,Unmarried,SC/ST/OBC,0
5f3bd8f8-5315-46d0-e981-86ec717165ec,Male,65,3,Lawyer,3 years,Unmarried,Forward caste,0
5f3bd8f8-5315-46d0-e981-86ec717165ec,Female,29,1,Teacher,1 year,Politician,Forward caste,0
5f3bd905-a5a2-ea16-bf99-0bf1671330b7,Female,29,3,Lawyer,3 years,Unmarried,Forward caste,1
5f3bd905-a5a2-ea16-bf99-0bf1671330b7,Female,65,0,Homemaker,1 year,Farmer,SC/ST/OBC,1
5f3bd905-a5a2-ea16-bf99-0bf1671330b7,Female,45,3,Politician,0,Doctor,SC/ST/OBC,1
5f3bd905-a5a2-ea16-bf99-0bf1671330b7,Male,65,1,Homemaker,3 years,Politician,SC/ST/OBC,0
5f3bd905-a5a2-ea16-bf99-0bf1671330b7,Male,45,1,Lawyer,0,Doctor,Forward caste,0
5f3bd905-a5a2-ea16-bf99-0bf1671330b7,Male,29,0,Teacher,8 years,Farmer,Forward caste,0
5f3bd906-b7a5-677d-7150-eb7be244191a,Male,29,0,Lawyer,8 years,Unmarried,Forward caste,1
5f3bd906-b7a5-677d-7150-eb7be244191a,Female,65,1,Homemaker,1 year,Farmer,Forward caste,1
5f3bd906-b7a5-677d-7150-eb7be244191a,Male,45,1,Lawyer,0,Unmarried,SC/ST/OBC,1
5f3bd906-b7a5-677d-7150-eb7be244191a,Male,65,3,Teacher,3 years,Politician,Forward caste,0
5f3bd906-b7a5-677d-7150-eb7be244191a,Female,29,3,Lawyer,8 years,Unmarried,SC/ST/OBC,0
5f3bd906-b7a5-677d-7150-eb7be244191a,Female,45,0,Politician,0,Doctor,SC/ST/OBC,0
5f3bd90d-be12-9a01-b4c0-ca1cdc21f885,Male,29,3,Lawyer,0,Farmer,SC/ST/OBC,1
5f3bd90d-be12-9a01-b4c0-ca1cdc21f885,Female,65,3,Lawyer,1 year,Doctor,SC/ST/OBC,1
5f3bd90d-be12-9a01-b4c0-ca1cdc21f885,Male,65,1,Politician,1 year,Doctor,Forward caste,1
5f3bd90d-be12-9a01-b4c0-ca1cdc21f885,Female,45,0,Teacher,8 years,Farmer,SC/ST/OBC,0
5f3bd90d-be12-9a01-b4c0-ca1cdc21f885,Male,45,0,Homemaker,3 years,Unmarried,Forward caste,0
5f3bd90d-be12-9a01-b4c0-ca1cdc21f885,Female,29,1,Homemaker,8 years,Politician,Forward caste,0
5f3bd91d-c106-0d29-7985-dc64027aa665,Male,65,0,Lawyer,1 year,Farmer,Forward caste,1
5f3bd91d-c106-0d29-7985-dc64027aa665,Female,45,0,Politician,3 years,Doctor,Forward caste,1
5f3bd91d-c106-0d29-7985-dc64027aa665,Female,29,1,Politician,8 years,Politician,Forward caste,1
5f3bd91d-c106-0d29-7985-dc64027aa665,Female,45,3,Lawyer,3 years,Farmer,SC/ST/OBC,0
5f3bd91d-c106-0d29-7985-dc64027aa665,Male,29,1,Homemaker,1 year,Unmarried,SC/ST/OBC,0
5f3bd91d-c106-0d29-7985-dc64027aa665,Male,65,3,Teacher,0,Unmarried,SC/ST/OBC,0
5f3bd922-a654-1efe-c598-3bb82d08a01d,Male,45,0,Homemaker,1 year,Politician,SC/ST/OBC,1
5f3bd922-a654-1efe-c598-3bb82d08a01d,Female,29,1,Lawyer,3 years,Doctor,SC/ST/OBC,1
5f3bd922-a654-1efe-c598-3bb82d08a01d,Male,65,3,Teacher,1 year,Unmarried,Forward caste,1
5f3bd922-a654-1efe-c598-3bb82d08a01d,Female,29,1,Teacher,8 years,Farmer,Forward caste,0
5f3bd922-a654-1efe-c598-3bb82d08a01d,Female,65,3,Homemaker,3 years,Doctor,SC/ST/OBC,0
5f3bd922-a654-1efe-c598-3bb82d08a01d,Male,45,0,Politician,0,Politician,Forward caste,0
5f3bd93d-0f71-479b-e58c-2986a2c4dc1e,Male,65,3,Homemaker,8 years,Politician,SC/ST/OBC,1
5f3bd93d-0f71-479b-e58c-2986a2c4dc1e,Female,45,1,Teacher,3 years,Politician,Forward caste,1
5f3bd93d-0f71-479b-e58c-2986a2c4dc1e,Male,29,0,Politician,0,Doctor,Forward caste,1
5f3bd93d-0f71-479b-e58c-2986a2c4dc1e,Male,45,1,Politician,1 year,Farmer,SC/ST/OBC,0
5f3bd93d-0f71-479b-e58c-2986a2c4dc1e,Female,29,0,Lawyer,8 years,Unmarried,SC/ST/OBC,0
5f3bd93d-0f71-479b-e58c-2986a2c4dc1e,Female,65,3,Homemaker,3 years,Unmarried,Forward caste,0
5f3bd941-fe83-b6a8-d4d4-da53ee634787,Male,45,1,Teacher,1 year,Farmer,Forward caste,1
5f3bd941-fe83-b6a8-d4d4-da53ee634787,Male,65,0,Teacher,0,Doctor,Forward caste,1
5f3bd941-fe83-b6a8-d4d4-da53ee634787,Female,29,3,Homemaker,8 years,Doctor,SC/ST/OBC,1
5f3bd941-fe83-b6a8-d4d4-da53ee634787,Male,45,1,Lawyer,3 years,Politician,SC/ST/OBC,0
5f3bd941-fe83-b6a8-d4d4-da53ee634787,Female,65,0,Politician,0,Unmarried,Forward caste,0
5f3bd941-fe83-b6a8-d4d4-da53ee634787,Female,29,3,Politician,1 year,Unmarried,SC/ST/OBC,0
5f3bd955-ab26-48eb-5ac3-08791ee173ad,Male,45,3,Teacher,3 years,Doctor,Forward caste,1
5f3bd955-ab26-48eb-5ac3-08791ee173ad,Female,65,1,Politician,8 years,Farmer,SC/ST/OBC,1
5f3bd955-ab26-48eb-5ac3-08791ee173ad,Female,45,0,Lawyer,0,Politician,Forward caste,1
5f3bd955-ab26-48eb-5ac3-08791ee173ad,Male,65,1,Homemaker,1 year,Unmarried,Forward caste,0
5f3bd955-ab26-48eb-5ac3-08791ee173ad,Male,29,3,Homemaker,0,Doctor,SC/ST/OBC,0
5f3bd955-ab26-48eb-5ac3-08791ee173ad,Female,29,0,Lawyer,3 years,Unmarried,SC/ST/OBC,0
5f3bd959-2a4a-9505-204b-8b4e2e756cf3,Female,65,0,Homemaker,0,Politician,SC/ST/OBC,1
5f3bd959-2a4a-9505-204b-8b4e2e756cf3,Male,29,3,Lawyer,1 year,Doctor,Forward caste,1
5f3bd959-2a4a-9505-204b-8b4e2e756cf3,Female,29,3,Teacher,1 year,Farmer,Forward caste,1
5f3bd959-2a4a-9505-204b-8b4e2e756cf3,Female,45,0,Politician,3 years,Unmarried,Forward caste,0
5f3bd959-2a4a-9505-204b-8b4e2e756cf3,Male,45,1,Teacher,3 years,Politician,Forward caste,0
5f3bd959-2a4a-9505-204b-8b4e2e756cf3,Male,65,1,Lawyer,8 years,Farmer,SC/ST/OBC,0
5f3bd969-0210-90e8-e45b-7548f22afd01,Male,29,3,Homemaker,8 years,Politician,Forward caste,1
5f3bd969-0210-90e8-e45b-7548f22afd01,Female,29,1,Politician,0,Doctor,Forward caste,1
5f3bd969-0210-90e8-e45b-7548f22afd01,Female,65,0,Teacher,8 years,Unmarried,SC/ST/OBC,1
5f3bd969-0210-90e8-e45b-7548f22afd01,Male,65,0,Homemaker,3 years,Unmarried,Forward caste,0
5f3bd969-0210-90e8-e45b-7548f22afd01,Male,45,3,Lawyer,1 year,Farmer,SC/ST/OBC,0
5f3bd969-0210-90e8-e45b-7548f22afd01,Female,45,1,Lawyer,1 year,Farmer,SC/ST/OBC,0
5f3bd975-0af2-9955-6b83-5ab0cf1c9e94,Female,65,1,Lawyer,8 years,Unmarried,SC/ST/OBC,1
5f3bd975-0af2-9955-6b83-5ab0cf1c9e94,Female,29,3,Homemaker,1 year,Doctor,SC/ST/OBC,1
5f3bd975-0af2-9955-6b83-5ab0cf1c9e94,Male,45,3,Politician,1 year,Politician,Forward caste,1
5f3bd975-0af2-9955-6b83-5ab0cf1c9e94,Female,65,0,Homemaker,3 years,Doctor,Forward caste,0
5f3bd975-0af2-9955-6b83-5ab0cf1c9e94,Male,45,0,Teacher,8 years,Unmarried,Forward caste,0
5f3bd975-0af2-9955-6b83-5ab0cf1c9e94,Male,29,1,Teacher,0,Farmer,SC/ST/OBC,0
5f3bd983-f43f-93e9-043b-39e079e3d3c6,Female,29,1,Politician,0,Politician,Forward caste,1
5f3bd983-f43f-93e9-043b-39e079e3d3c6,Male,29,3,Homemaker,0,Farmer,Forward caste,1
5f3bd983-f43f-93e9-043b-39e079e3d3c6,Female,45,1,Politician,8 years,Unmarried,SC/ST/OBC,1
5f3bd983-f43f-93e9-043b-39e079e3d3c6,Male,65,0,Teacher,8 years,Unmarried,SC/ST/OBC,0
5f3bd983-f43f-93e9-043b-39e079e3d3c6,Male,65,3,Lawyer,1 year,Farmer,SC/ST/OBC,0
5f3bd983-f43f-93e9-043b-39e079e3d3c6,Female,45,0,Teacher,3 years,Doctor,Forward caste,0
5f3bd999-2765-b4b0-0bff-c8f9216fe990,Male,45,0,Lawyer,8 years,Unmarried,Forward caste,1
5f3bd999-2765-b4b0-0bff-c8f9216fe990,Female,29,0,Politician,0,Doctor,SC/ST/OBC,1
5f3bd999-2765-b4b0-0bff-c8f9216fe990,Female,45,3,Politician,8 years,Politician,SC/ST/OBC,1
5f3bd999-2765-b4b0-0bff-c8f9216fe990,Male,65,3,Homemaker,3 years,Farmer,SC/ST/OBC,0
5f3bd999-2765-b4b0-0bff-c8f9216fe990,Male,29,1,Teacher,1 year,Doctor,Forward caste,0
5f3bd999-2765-b4b0-0bff-c8f9216fe990,Female,65,1,Teacher,1 year,Politician,Forward caste,0
5f3bd99e-fc2f-e945-1c72-63b70f18e611,Male,29,1,Politician,0,Unmarried,Forward caste,1
5f3bd99e-fc2f-e945-1c72-63b70f18e611,Female,65,3,Homemaker,8 years,Politician,Forward caste,1
5f3bd99e-fc2f-e945-1c72-63b70f18e611,Male,45,0,Teacher,3 years,Doctor,SC/ST/OBC,1
5f3bd99e-fc2f-e945-1c72-63b70f18e611,Female,45,1,Teacher,0,Politician,SC/ST/OBC,0
5f3bd99e-fc2f-e945-1c72-63b70f18e611,Male,29,0,Homemaker,1 year,Farmer,SC/ST/OBC,0
5f3bd99e-fc2f-e945-1c72-63b70f18e611,Female,65,3,Lawyer,1 year,Doctor,Forward caste,0
5f3bd9a1-bef4-6b37-b828-75b83411b87c,Male,29,0,Lawyer,3 years,Farmer,SC/ST/OBC,1
5f3bd9a1-bef4-6b37-b828-75b83411b87c,Female,29,3,Politician,1 year,Doctor,Forward caste,1
5f3bd9a1-bef4-6b37-b828-75b83411b87c,Female,45,1,Homemaker,8 years,Unmarried,Forward caste,1
5f3bd9a1-bef4-6b37-b828-75b83411b87c,Male,45,1,Lawyer,0,Farmer,SC/ST/OBC,0
5f3bd9a1-bef4-6b37-b828-75b83411b87c,Male,65,0,Politician,0,Politician,Forward caste,0
5f3bd9a1-bef4-6b37-b828-75b83411b87c,Female,65,3,Teacher,8 years,Doctor,SC/ST/OBC,0
5f3bd9a6-959b-87b1-6011-5f4670b8ab9d,Female,45,1,Homemaker,0,Doctor,Forward caste,1
5f3bd9a6-959b-87b1-6011-5f4670b8ab9d,Male,65,3,Teacher,8 years,Unmarried,SC/ST/OBC,1
5f3bd9a6-959b-87b1-6011-5f4670b8ab9d,Female,29,0,Homemaker,8 years,Unmarried,SC/ST/OBC,1
5f3bd9a6-959b-87b1-6011-5f4670b8ab9d,Male,45,3,Lawyer,1 year,Farmer,Forward caste,0
5f3bd9a6-959b-87b1-6011-5f4670b8ab9d,Female,29,0,Politician,1 year,Farmer,Forward caste,0
5f3bd9a6-959b-87b1-6011-5f4670b8ab9d,Male,65,1,Lawyer,3 years,Politician,SC/ST/OBC,0
5f3bd9b0-74e4-d09d-1486-f02d5c046622,Female,45,1,Homemaker,3 years,Politician,SC/ST/OBC,1
5f3bd9b0-74e4-d09d-1486-f02d5c046622,Male,29,1,Teacher,0,Doctor,SC/ST/OBC,1
5f3bd9b0-74e4-d09d-1486-f02d5c046622,Male,65,0,Politician,8 years,Farmer,Forward caste,1
5f3bd9b0-74e4-d09d-1486-f02d5c046622,Female,45,3,Politician,1 year,Doctor,SC/ST/OBC,0
5f3bd9b0-74e4-d09d-1486-f02d5c046622,Male,65,3,Lawyer,0,Unmarried,Forward caste,0
5f3bd9b0-74e4-d09d-1486-f02d5c046622,Female,29,0,Homemaker,1 year,Unmarried,Forward caste,0
5f3bd9d1-b015-0199-89fb-31d9483d0c03,Female,45,3,Politician,3 years,Unmarried,Forward caste,1
5f3bd9d1-b015-0199-89fb-31d9483d0c03,Male,65,3,Politician,3 years,Politician,SC/ST/OBC,1
5f3bd9d1-b015-0199-89fb-31d9483d0c03,Female,45,0,Homemaker,8 years,Doctor,Forward caste,1
5f3bd9d1-b015-0199-89fb-31d9483d0c03,Female,29,0,Teacher,1 year,Doctor,SC/ST/OBC,0
5f3bd9d1-b015-0199-89fb-31d9483d0c03,Male,29,1,Lawyer,0,Farmer,SC/ST/OBC,0
5f3bd9d1-b015-0199-89fb-31d9483d0c03,Male,65,1,Teacher,0,Farmer,Forward caste,0
5f3bd9d8-45e4-7cbe-ea8c-e6746c83e002,Male,65,3,Teacher,0,Politician,Forward caste,1
5f3bd9d8-45e4-7cbe-ea8c-e6746c83e002,Female,29,1,Teacher,1 year,Farmer,SC/ST/OBC,1
5f3bd9d8-45e4-7cbe-ea8c-e6746c83e002,Female,45,1,Lawyer,3 years,Politician,Forward caste,1
5f3bd9d8-45e4-7cbe-ea8c-e6746c83e002,Male,29,0,Politician,0,Unmarried,SC/ST/OBC,0
5f3bd9d8-45e4-7cbe-ea8c-e6746c83e002,Male,65,0,Homemaker,1 year,Unmarried,SC/ST/OBC,0
5f3bd9d8-45e4-7cbe-ea8c-e6746c83e002,Female,45,3,Homemaker,8 years,Doctor,Forward caste,0
5f3bd9ea-b900-f5b4-ce70-2c23bd846a17,Female,45,0,Lawyer,1 year,Unmarried,SC/ST/OBC,1
5f3bd9ea-b900-f5b4-ce70-2c23bd846a17,Male,29,3,Teacher,3 years,Farmer,Forward caste,1
5f3bd9ea-b900-f5b4-ce70-2c23bd846a17,Male,29,1,Homemaker,1 year,Politician,SC/ST/OBC,1
5f3bd9ea-b900-f5b4-ce70-2c23bd846a17,Female,65,3,Lawyer,8 years,Doctor,SC/ST/OBC,0
5f3bd9ea-b900-f5b4-ce70-2c23bd846a17,Male,29,1,Politician,0,Doctor,Forward caste,0
5f3bd9ea-b900-f5b4-ce70-2c23bd846a17,Female,45,0,Teacher,0,Unmarried,Forward caste,0
5f3bda09-c6ac-7fea-e8a5-256eb7e32e5f,Female,45,1,Lawyer,3 years,Doctor,SC/ST/OBC,1
5f3bda09-c6ac-7fea-e8a5-256eb7e32e5f,Female,45,1,Homemaker,1 year,Farmer,SC/ST/OBC,1
5f3bda09-c6ac-7fea-e8a5-256eb7e32e5f,Male,29,0,Teacher,8 years,Doctor,SC/ST/OBC,1
5f3bda09-c6ac-7fea-e8a5-256eb7e32e5f,Male,65,0,Homemaker,0,Farmer,Forward caste,0
5f3bda09-c6ac-7fea-e8a5-256eb7e32e5f,Female,29,3,Teacher,1 year,Unmarried,Forward caste,0
5f3bda09-c6ac-7fea-e8a5-256eb7e32e5f,Male,65,3,Politician,0,Politician,Forward caste,0
5f3bdb14-c1a0-d328-5fa5-fb25ec465ff7,Female,29,1,Teacher,1 year,Unmarried,Forward caste,1
5f3bdb14-c1a0-d328-5fa5-fb25ec465ff7,Female,45,1,Politician,0,Politician,SC/ST/OBC,1
5f3bdb14-c1a0-d328-5fa5-fb25ec465ff7,Male,29,0,Teacher,3 years,Politician,Forward caste,1
5f3bdb14-c1a0-d328-5fa5-fb25ec465ff7,Male,45,3,Homemaker,3 years,Farmer,Forward caste,0
5f3bdb14-c1a0-d328-5fa5-fb25ec465ff7,Male,65,0,Lawyer,1 year,Doctor,SC/ST/OBC,0
5f3bdb14-c1a0-d328-5fa5-fb25ec465ff7,Female,65,3,Politician,8 years,Doctor,SC/ST/OBC,0
5f3bdb70-754d-6611-d220-3f422d9a86b2,Male,65,0,Lawyer,0,Farmer,Forward caste,1
5f3bdb70-754d-6611-d220-3f422d9a86b2,Female,29,1,Teacher,1 year,Politician,SC/ST/OBC,1
5f3bdb70-754d-6611-d220-3f422d9a86b2,Female,65,1,Politician,3 years,Unmarried,SC/ST/OBC,1
5f3bdb70-754d-6611-d220-3f422d9a86b2,Male,29,3,Politician,8 years,Politician,Forward caste,0
5f3bdb70-754d-6611-d220-3f422d9a86b2,Female,45,0,Homemaker,0,Doctor,SC/ST/OBC,0
5f3bdb70-754d-6611-d220-3f422d9a86b2,Male,45,3,Homemaker,1 year,Farmer,Forward caste,0
5f3bdb75-d911-575c-7a24-a10df3973599,Male,65,1,Lawyer,0,Politician,Forward caste,1
5f3bdb75-d911-575c-7a24-a10df3973599,Male,29,3,Lawyer,0,Politician,SC/ST/OBC,1
5f3bdb75-d911-575c-7a24-a10df3973599,Female,65,1,Teacher,8 years,Doctor,SC/ST/OBC,1
5f3bdb75-d911-575c-7a24-a10df3973599,Female,45,0,Teacher,3 years,Farmer,Forward caste,0
5f3bdb75-d911-575c-7a24-a10df3973599,Male,45,0,Politician,8 years,Farmer,SC/ST/OBC,0
5f3bdb75-d911-575c-7a24-a10df3973599,Female,29,3,Homemaker,1 year,Unmarried,Forward caste,0
5f3bdb76-0fc5-4461-b9c5-39eae654bf41,Female,29,0,Teacher,0,Politician,Forward caste,1
5f3bdb76-0fc5-4461-b9c5-39eae654bf41,Female,45,3,Politician,1 year,Unmarried,SC/ST/OBC,1
5f3bdb76-0fc5-4461-b9c5-39eae654bf41,Female,45,0,Teacher,8 years,Farmer,Forward caste,1
5f3bdb76-0fc5-4461-b9c5-39eae654bf41,Male,65,1,Homemaker,3 years,Doctor,SC/ST/OBC,0
5f3bdb76-0fc5-4461-b9c5-39eae654bf41,Male,29,1,Lawyer,1 year,Politician,SC/ST/OBC,0
5f3bdb76-0fc5-4461-b9c5-39eae654bf41,Male,65,3,Homemaker,8 years,Farmer,Forward caste,0
5f3bdb76-4eb4-38a1-32bb-76cedba21015,Female,45,3,Lawyer,3 years,Politician,SC/ST/OBC,1
5f3bdb76-4eb4-38a1-32bb-76cedba21015,Female,29,1,Politician,1 year,Doctor,SC/ST/OBC,1
5f3bdb76-4eb4-38a1-32bb-76cedba21015,Female,65,1,Homemaker,0,Farmer,SC/ST/OBC,1
5f3bdb76-4eb4-38a1-32bb-76cedba21015,Male,29,0,Teacher,8 years,Unmarried,Forward caste,0
5f3bdb76-4eb4-38a1-32bb-76cedba21015,Male,65,0,Teacher,8 years,Politician,Forward caste,0
5f3bdb76-4eb4-38a1-32bb-76cedba21015,Male,45,3,Politician,3 years,Doctor,Forward caste,0
5f3bdb7d-c281-3edb-e190-cdca92b2b910,Female,29,0,Teacher,1 year,Farmer,Forward caste,1
5f3bdb7d-c281-3edb-e190-cdca92b2b910,Female,65,3,Politician,1 year,Unmarried,SC/ST/OBC,1
5f3bdb7d-c281-3edb-e190-cdca92b2b910,Female,65,1,Homemaker,3 years,Politician,Forward caste,1
5f3bdb7d-c281-3edb-e190-cdca92b2b910,Male,29,1,Politician,8 years,Politician,SC/ST/OBC,0
5f3bdb7d-c281-3edb-e190-cdca92b2b910,Male,45,0,Lawyer,3 years,Doctor,Forward caste,0
5f3bdb7d-c281-3edb-e190-cdca92b2b910,Male,45,3,Teacher,0,Doctor,SC/ST/OBC,0
5f3bdb7f-8555-9a26-263a-e5725fa8ae63,Male,45,1,Lawyer,1 year,Farmer,Forward caste,1
5f3bdb7f-8555-9a26-263a-e5725fa8ae63,Male,29,3,Politician,8 years,Doctor,SC/ST/OBC,1
5f3bdb7f-8555-9a26-263a-e5725fa8ae63,Female,65,3,Teacher,8 years,Unmarried,SC/ST/OBC,1
5f3bdb7f-8555-9a26-263a-e5725fa8ae63,Male,45,0,Teacher,0,Politician,SC/ST/OBC,0
5f3bdb7f-8555-9a26-263a-e5725fa8ae63,Female,65,0,Homemaker,3 years,Unmarried,Forward caste,0
5f3bdb7f-8555-9a26-263a-e5725fa8ae63,Female,29,1,Lawyer,1 year,Doctor,Forward caste,0
5f3bdb85-d32a-7712-62dc-329cceeede9f,Female,29,1,Teacher,3 years,Doctor,Forward caste,1
5f3bdb85-d32a-7712-62dc-329cceeede9f,Male,65,3,Politician,3 years,Farmer,SC/ST/OBC,1
5f3bdb85-d32a-7712-62dc-329cceeede9f,Male,29,0,Lawyer,0,Doctor,Forward caste,1
5f3bdb85-d32a-7712-62dc-329cceeede9f,Male,65,3,Politician,8 years,Politician,SC/ST/OBC,0
5f3bdb85-d32a-7712-62dc-329cceeede9f,Female,45,1,Teacher,8 years,Politician,Forward caste,0
5f3bdb85-d32a-7712-62dc-329cceeede9f,Female,45,3,Homemaker,1 year,Unmarried,SC/ST/OBC,0
5f3bdb8a-01d7-9527-da14-0029feb90fff,Female,65,3,Politician,8 years,Politician,SC/ST/OBC,1
5f3bdb8a-01d7-9527-da14-0029feb90fff,Male,45,0,Homemaker,0,Farmer,Forward caste,1
5f3bdb8a-01d7-9527-da14-0029feb90fff,Female,29,0,Teacher,1 year,Unmarried,Forward caste,1
5f3bdb8a-01d7-9527-da14-0029feb90fff,Male,29,3,Teacher,1 year,Doctor,SC/ST/OBC,0
5f3bdb8a-01d7-9527-da14-0029feb90fff,Male,45,1,Lawyer,3 years,Farmer,Forward caste,0
5f3bdb8a-01d7-9527-da14-0029feb90fff,Female,65,1,Homemaker,0,Unmarried,SC/ST/OBC,0
5f3bdb8c-b1cb-f860-5bef-15f187763723,Female,29,1,Politician,1 year,Unmarried,Forward caste,1
5f3bdb8c-b1cb-f860-5bef-15f187763723,Female,65,1,Homemaker,3 years,Farmer,SC/ST/OBC,1
5f3bdb8c-b1cb-f860-5bef-15f187763723,Male,29,3,Teacher,1 year,Politician,SC/ST/OBC,1
5f3bdb8c-b1cb-f860-5bef-15f187763723,Male,45,3,Teacher,0,Politician,SC/ST/OBC,0
5f3bdb8c-b1cb-f860-5bef-15f187763723,Male,45,0,Homemaker,8 years,Doctor,Forward caste,0
5f3bdb8c-b1cb-f860-5bef-15f187763723,Female,65,0,Lawyer,0,Doctor,Forward caste,0
5f3bdb8e-f110-d360-ebb9-14c05db19a5c,Female,65,1,Homemaker,1 year,Politician,Forward caste,1
5f3bdb8e-f110-d360-ebb9-14c05db19a5c,Female,65,3,Homemaker,8 years,Unmarried,Forward caste,1
5f3bdb8e-f110-d360-ebb9-14c05db19a5c,Male,45,0,Politician,1 year,Politician,SC/ST/OBC,1
5f3bdb8e-f110-d360-ebb9-14c05db19a5c,Male,29,3,Lawyer,8 years,Farmer,SC/ST/OBC,0
5f3bdb8e-f110-d360-ebb9-14c05db19a5c,Female,29,0,Teacher,3 years,Doctor,Forward caste,0
5f3bdb8e-f110-d360-ebb9-14c05db19a5c,Male,45,1,Lawyer,0,Doctor,SC/ST/OBC,0
5f3bdb8f-85c8-2fd6-1de6-016f4dde1206,Female,29,0,Homemaker,8 years,Unmarried,Forward caste,1
5f3bdb8f-85c8-2fd6-1de6-016f4dde1206,Female,29,1,Lawyer,8 years,Doctor,Forward caste,1
5f3bdb8f-85c8-2fd6-1de6-016f4dde1206,Male,45,3,Lawyer,0,Farmer,SC/ST/OBC,1
5f3bdb8f-85c8-2fd6-1de6-016f4dde1206,Male,45,1,Teacher,3 years,Unmarried,SC/ST/OBC,0
5f3bdb8f-85c8-2fd6-1de6-016f4dde1206,Male,65,0,Teacher,1 year,Politician,Forward caste,0
5f3bdb8f-85c8-2fd6-1de6-016f4dde1206,Female,65,3,Politician,3 years,Farmer,SC/ST/OBC,0
5f3bdb91-0a0e-d254-25a3-7866e9b7cc0a,Male,29,0,Homemaker,0,Unmarried,SC/ST/OBC,1
5f3bdb91-0a0e-d254-25a3-7866e9b7cc0a,Female,29,3,Teacher,1 year,Doctor,Forward caste,1
5f3bdb91-0a0e-d254-25a3-7866e9b7cc0a,Female,65,1,Politician,3 years,Farmer,Forward caste,1
5f3bdb91-0a0e-d254-25a3-7866e9b7cc0a,Male,65,1,Lawyer,0,Politician,SC/ST/OBC,0
5f3bdb91-0a0e-d254-25a3-7866e9b7cc0a,Female,45,0,Politician,8 years,Politician,SC/ST/OBC,0
5f3bdb91-0a0e-d254-25a3-7866e9b7cc0a,Male,45,3,Homemaker,3 years,Doctor,Forward caste,0
5f3bdb94-41a8-575e-1216-9b78a9be466c,Female,29,1,Politician,3 years,Unmarried,SC/ST/OBC,1
5f3bdb94-41a8-575e-1216-9b78a9be466c,Male,65,0,Politician,1 year,Politician,SC/ST/OBC,1
5f3bdb94-41a8-575e-1216-9b78a9be466c,Female,65,3,Teacher,3 years,Doctor,Forward caste,1
5f3bdb94-41a8-575e-1216-9b78a9be466c,Male,45,0,Homemaker,8 years,Unmarried,Forward caste,0
5f3bdb94-41a8-575e-1216-9b78a9be466c,Male,29,1,Homemaker,1 year,Farmer,Forward caste,0
5f3bdb94-41a8-575e-1216-9b78a9be466c,Female,45,3,Lawyer,0,Doctor,SC/ST/OBC,0
5f3bdb96-f86a-05d9-66af-8631f44d5740,Male,29,1,Lawyer,3 years,Doctor,Forward caste,1
5f3bdb96-f86a-05d9-66af-8631f44d5740,Female,29,3,Lawyer,0,Politician,SC/ST/OBC,1
5f3bdb96-f86a-05d9-66af-8631f44d5740,Female,65,0,Homemaker,0,Farmer,SC/ST/OBC,1
5f3bdb96-f86a-05d9-66af-8631f44d5740,Male,45,1,Politician,3 years,Unmarried,SC/ST/OBC,0
5f3bdb96-f86a-05d9-66af-8631f44d5740,Female,45,0,Teacher,8 years,Politician,Forward caste,0
5f3bdb96-f86a-05d9-66af-8631f44d5740,Male,65,3,Politician,1 year,Doctor,Forward caste,0
5f3bdb97-4d16-e934-8333-c41d07cc6ba4,Female,45,1,Homemaker,3 years,Farmer,SC/ST/OBC,1
5f3bdb97-4d16-e934-8333-c41d07cc6ba4,Male,65,0,Politician,3 years,Unmarried,Forward caste,1
5f3bdb97-4d16-e934-8333-c41d07cc6ba4,Female,45,3,Teacher,0,Politician,Forward caste,1
5f3bdb97-4d16-e934-8333-c41d07cc6ba4,Male,29,0,Politician,0,Farmer,SC/ST/OBC,0
5f3bdb97-4d16-e934-8333-c41d07cc6ba4,Female,29,3,Lawyer,1 year,Unmarried,Forward caste,0
5f3bdb97-4d16-e934-8333-c41d07cc6ba4,Male,65,1,Teacher,8 years,Doctor,SC/ST/OBC,0
5f3bdb9e-70dc-4398-f87a-03877ad46337,Female,45,0,Homemaker,8 years,Politician,SC/ST/OBC,1
5f3bdb9e-70dc-4398-f87a-03877ad46337,Female,29,1,Lawyer,8 years,Unmarried,Forward caste,1
